nombrePerfilConvocatoria,paisResidencia,sueldoPretendido,diasUltimoTrabajo,empresaUltimoTrabajo,paisUltimoTrabajo,areaUltimoTrabajo,nombreUltimoTrabajo,aniosExperiencia,numeroTrabajos,diasUltimoEstudio,institucionUltimoEstudio,paisUltimoEstudio,areaUltimoEstudio,nombreUltimoEstudio,estadoUltimoEstudio,gradoUltimoEstudio,aniosEstudio,numeroEstudios,habilidadesTecnicas,idiomas,otrasHabilidades,contratado
Sql Server Consultant,Peru,3000.0,484.0,Banco De Credito Del Peru - Bcp,Peru,Tecnologias De La Informacion,Analista Soc,8.0,7.0,1035.0,Universidad Tecnologica Del Peru,Peru,Tecnologias De La Informacion,Certificado Cisco Ccna Networking,Graduado,Otro,12.2,3.0,2.0,1.0,1.0,0
Especialista En Project Server Y Project Online,Peru,10000.0,526.0,Sispro Sac,Peru,Tecnologias De La Informacion,Gerente De Proyectos,26.4,4.0,1065.0,Universidad Tecnologica Del Peru,Peru,Educacion,Docencia Universitaria Y Gestion Educativa,Graduado,Master,10.2,2.0,5.0,1.0,6.0,0
Analista De Calidad,Peru,6500.0,359.0,Banco Bbva Peru,Peru,Liderazgo De Proyecto,Analyst Software Engineer,6.7,7.0,682.0,Universidad Tecnologica Del Peru,Peru,Ciencias Fisicas,Docencia Universitaria Y Gestion Educativa,Graduado,Master,7.5,2.0,8.0,1.0,18.0,0
Gestor De Servicios De Ti,Peru,4500.0,913.0,Ibtgroup,Peru,Tecnologias De La Informacion,Coordinador De Sistemas,10.4,8.0,2282.0,Universidad Tecnologica Del Peru,Peru,Ing. Telecomunicaciones,Ingenieria De Telecomunicaciones,Graduado,Universitario,7.3,2.0,3.0,2.0,7.0,0
Gestor De Servicios De Ti,Peru,2500.0,1403.0,Konecta Peru,Peru,Liderazgo De Proyecto,Analista De Informacion,11.2,8.0,1679.0,Universidad Tecnologica Del Peru,Peru,Ing. Telecomunicaciones,Ingenieria De Telecomunicaciones,En Curso,Universitario,8.9,3.0,5.0,1.0,1.0,0
Asistente De Pmo,Peru,2200.0,398.0,Italtel Peru,Peru,Liderazgo De Proyecto,Project Manager,1.1,1.0,2376.0,Universidad Nacional Mayor De San Marcos,Peru,Ing. Telecomunicaciones,Ingenieria De Telecomunicaciones,Graduado,Universitario,6.5,1.0,3.0,1.0,4.0,0
Practicante De Infrastructure & Cloud,Peru,1025.0,657.3,Canvia S.A.C.,Peru,Tecnologia / Sistemas,Gerente Comercial Y Marketing,8.7,6.1,2101.0,Universidad Nacional Mayor De San Marcos,Peru,Ing. Telecomunicaciones,Ingenieria De Telecomunicaciones,Graduado,Universitario,5.8,1.0,4.0,1.0,5.0,0
Practicante De Infrastructure & Cloud,Peru,1025.0,91.0,Universidad Nacional Mayor De San Marcos,Peru,Tecnologia / Sistemas,Asistente Tecnico De Proyectos,0.2,1.0,1524.0,Universidad Nacional Mayor De San Marcos,Peru,Telecomunicaciones,Ingenieria De Telecomunicaciones,En Curso,Universitario,4.2,1.0,8.0,2.0,4.0,0
Asistente De Pmo,Peru,2800.0,705.0,America Movil Peru S.A.C.,Peru,Telecomunicaciones,Practicante Senior Instalaciones De Planta Externa,2.3,2.0,2345.0,Universidad Nacional Mayor De San Marcos,Peru,Ing. Telecomunicaciones,Ingenieria De Telecomunicaciones,Graduado,Universitario,6.4,1.0,9.0,1.0,9.0,0
Especialista Cyberseguridad,Peru,3500.0,31.0,Italtel Peru,Peru,Redes,Soporte De Redes,0.1,1.0,2361.0,Universidad Nacional Mayor De San Marcos,Peru,Ing. Telecomunicaciones,Ingenieria De Telecomunicaciones,En Curso,Universitario,6.5,1.0,2.0,1.0,5.0,0
Bootcamp G&S | Infrastructure & Cloud,Peru,2000.0,31.0,Italtel Peru,Peru,Redes,Soporte De Redes,0.1,1.0,2138.0,Universidad Nacional Mayor De San Marcos,Peru,Ing. Telecomunicaciones,Ingenieria De Telecomunicaciones,En Curso,Universitario,5.9,1.0,2.0,1.0,5.0,0
Consultor Cloud,Peru,3000.0,31.0,Italtel Peru,Peru,Redes,Soporte De Redes,0.1,1.0,2476.0,Universidad Nacional Mayor De San Marcos,Peru,Ing. Telecomunicaciones,Ingenieria De Telecomunicaciones,En Curso,Universitario,6.8,1.0,2.0,1.0,5.0,0
Practicante De Infrastructure & Cloud,Peru,1025.0,243.0,Web Help,Peru,Atencion Al Cliente,Teleoperador,1.2,2.0,1369.0,Universidad Nacional Mayor De San Marcos,Peru,Ing. Telecomunicaciones,Ingenieria De Telecomunicaciones,En Curso,Universitario,3.8,1.0,6.0,2.0,1.0,0
Analista De Soluciones Ti,Peru,1800.0,518.0,Celima S.A.,Peru,Otras Ingenierias,Practicante Ti,1.6,2.0,1948.0,Universidad Nacional Mayor De San Marcos,Peru,Ing. Telecomunicaciones,Ingenieria De Telecomunicaciones,Graduado,Universitario,5.3,1.0,2.0,1.0,1.0,0
Cloud Specialist,Peru,6000.0,530.0,Dinet S.A.,Peru,Tecnologia / Sistemas,Supervisor De Infraestructura De Redes Cisco,10.2,8.0,2467.0,Universidad Nacional Federico Villarreal,Peru,Telecomunicaciones,Ingenieria De Telecomunicaciones,Graduado,Universitario,6.8,1.0,7.0,1.0,11.0,0
Cloud Specialist,Peru,6000.0,659.0,Dinet S.A.,Peru,Tecnologia / Sistemas,Supervisor De Infraestructura De Redes Cisco,10.9,8.0,2467.0,Universidad Nacional Federico Villarreal,Peru,Telecomunicaciones,Ingenieria De Telecomunicaciones,Graduado,Universitario,6.8,1.0,7.0,1.0,11.0,0
Cloud Specialist,Peru,5500.0,530.0,Dinet S.A.,Peru,Tecnologia / Sistemas,Supervisor De Infraestructura De Redes Cisco,10.2,8.0,2467.0,Universidad Nacional Federico Villarreal,Peru,Telecomunicaciones,Ingenieria De Telecomunicaciones,Graduado,Universitario,6.8,1.0,7.0,1.0,11.0,0
Cloud Specialist,Peru,5500.0,550.0,Dinet S.A.,Peru,Tecnologia / Sistemas,Supervisor De Infraestructura De Redes Cisco,10.3,8.0,2467.0,Universidad Nacional Federico Villarreal,Peru,Telecomunicaciones,Ingenieria De Telecomunicaciones,Graduado,Universitario,6.8,1.0,7.0,1.0,11.0,0
Gestor De Servicios De Ti,Peru,6000.0,252.0,Proyecto De Inversion Familiar,Peru,Direccion De Obra,Responsable De Obra,7.9,6.0,1736.0,Universidad Nacional Federico Villarreal,Peru,Ing. Telecomunicaciones,Ingenieria De Telecomunicaciones,Graduado,Universitario,4.8,1.0,24.0,1.0,11.0,0
Especialista Cloud,Peru,3000.0,214.0,Pontificia Universidad Catolica Del Peru,Peru,Otras Ingenierias,Practicante De Telefonia,0.6,1.0,2761.0,Pontificia Universidad Catolica Del Peru,Peru,Ing. Telecomunicaciones,Ingenieria De Telecomunicaciones,En Curso,Universitario,7.6,1.0,9.4,1.0,6.0,0
Practicante De Infrastructure & Cloud,Peru,1200.0,657.3,Promotora Los Olivos,Peru,Otros,Practicante De Ingenieria Industrial,8.7,6.1,1422.0,Universidad Nacional De Ingenieria,Peru,Ing. Telecomunicaciones,Ingenieria De Telecomunicaciones,En Curso,Universitario,3.9,1.0,12.0,1.0,16.0,0
Practicante De Infrastructure & Cloud,Peru,1025.0,657.3,Ntt Data Peru S.A.C.,Peru,Tecnologias De La Informacion,Analista De Sistemas,8.7,6.1,1478.0,Universidad Nacional De Ingenieria,Peru,Ing. Telecomunicaciones,Ingenieria De Telecomunicaciones,En Curso,Universitario,4.0,1.0,9.4,2.2,6.0,0
Practicante De Infrastructure & Cloud,Peru,4301.8,657.3,Kml Logistic Sac,Peru,Tecnologia / Sistemas,Analista De Gestion De Valor Agregado Ti.,8.7,6.1,1817.0,Universidad Nacional De Ingenieria,Peru,Ing. Telecomunicaciones,Ingenieria De Telecomunicaciones,En Curso,Universitario,5.0,1.0,11.0,2.0,5.4,0
Practicante Iot/Ia,Peru,1025.0,657.3,Universidad Privada Norbert Wiener S.A.,Peru,Telemarketing,Gerente De Operaciones,8.7,6.1,1112.0,Universidad Nacional De Ingenieria,Peru,Ing. Telecomunicaciones,Ingenieria De Telecomunicaciones,En Curso,Universitario,3.0,1.0,4.0,1.0,3.0,0
Practicante Iot/Ia,Peru,4301.8,657.3,Proyecto Especial Legado Juegos Panamericanos 2019,Peru,Otras Ingenierias,Analista Programador,8.7,6.1,1862.0,Universidad Nacional De Ingenieria,Peru,Ing. Telecomunicaciones,Ingenieria De Telecomunicaciones,En Curso,Universitario,5.1,1.0,11.0,2.0,5.4,0
Practicante De Infrastructure & Cloud,Peru,1200.0,388.0,Telnetcom Peru S.A.C.,Peru,Ingenieria Electrica Y Electronica,Analista De Factibilidad,1.1,1.0,1948.0,Universidad Mayor De San Marcos,Peru,Ing. Telecomunicaciones,Ingenieria De Telecomunicaciones,Graduado,Universitario,5.3,1.0,2.0,1.0,5.4,0
Jefe De Proyecto - Analytics & Ai,Peru,5500.0,1192.0,Ricoh,Peru,Tecnologia / Sistemas,Analista De Proyectos,10.4,6.0,823.0,Universidad Tecnologica Del Peru,Peru,Ing. En Sistemas,Maestria Project Managment,Graduado,Posgrado,8.8,5.0,1.0,1.0,2.0,0
Analista Funcional,Peru,6000.0,1020.0,Ricoh,Peru,Tecnologia / Sistemas,Analista De Proyectos,10.0,6.0,823.0,Universidad Tecnologica Del Peru,Peru,Ing. En Sistemas,Maestria Project Managment,Graduado,Posgrado,8.8,5.0,1.0,1.0,2.0,0
Analista Funcional,Peru,4500.0,1152.0,Ricoh,Peru,Tecnologia / Sistemas,Analista De Proyectos,10.3,6.0,823.0,Universidad Tecnologica Del Peru,Peru,Ing. En Sistemas,Maestria Project Managment,Graduado,Posgrado,8.8,5.0,1.0,1.0,2.0,0
Especialista Devops,Peru,3500.0,427.0,Ministerio De Justicia,Peru,Tecnologias De La Informacion,Tecnico En Computacion,11.3,6.0,1674.0,Universidad Tecnologica Del Peru,Peru,Ing. Informatica,Ingenieria De Sistemas,En Curso,Universitario,7.7,4.0,9.0,1.0,3.0,0
Analista De Sistemas,Peru,3500.0,357.0,Freelance,Peru,Tecnologia / Sistemas,Freelance,13.2,8.0,1849.0,Universidad Tecnologica Del Peru,Peru,Ing. Informatica,Ingenieria De Sistemas,En Curso,Universitario,8.2,4.0,9.0,1.0,3.0,0
Desarrollador Big Data,Peru,3000.0,260.0,Freelance,Peru,Tecnologia / Sistemas,Freelance,13.0,8.0,1752.0,Universidad Tecnologica Del Peru,Peru,Ing. Informatica,Ingenieria De Sistemas,En Curso,Universitario,7.9,4.0,9.0,1.0,3.0,0
Gestor De Servicios De Ti,Peru,3000.0,301.0,Grupo Apr Sac,Peru,Tecnologia / Sistemas,Supervisor De Soporte Tecnico,9.2,4.0,3195.0,Universidad Tecnologica Del Peru,Peru,Ing. En Sistemas,Ingenieria De Sistemas,Graduado,Universitario,8.8,1.0,5.0,1.0,4.0,0
Analista Programador .Net,Peru,7000.0,855.0,Canvia S.A.C.,Peru,Tecnologia / Sistemas,Lider De Proyectos,17.2,12.0,2070.0,Universidad Nacional Mayor De San Marcos,Peru,Ing. En Sistemas,Ingenieria De Sistemas,Graduado,Posgrado,5.7,1.0,19.0,1.0,1.0,0
Analista Programador .Net,Peru,7000.0,731.0,Canvia S.A.C.,Peru,Tecnologia / Sistemas,Lider De Proyectos,16.8,12.0,2070.0,Universidad Nacional Mayor De San Marcos,Peru,Ing. En Sistemas,Ingenieria De Sistemas,Graduado,Posgrado,5.7,1.0,19.0,1.0,1.0,0
Programador .Net,Peru,5500.0,1628.0,Canvia S.A.C.,Peru,Tecnologia / Sistemas,Lider De Proyectos,19.3,12.0,2070.0,Universidad Nacional Mayor De San Marcos,Peru,Ing. En Sistemas,Ingenieria De Sistemas,Graduado,Posgrado,5.7,1.0,19.0,1.0,1.0,0
Lider Tecnico,Peru,7000.0,1317.0,Canvia S.A.C.,Peru,Tecnologia / Sistemas,Lider De Proyectos,18.4,12.0,2070.0,Universidad Nacional Mayor De San Marcos,Peru,Ing. En Sistemas,Ingenieria De Sistemas,Graduado,Posgrado,5.7,1.0,19.0,1.0,1.0,0
Analista Programador .Net,Peru,7000.0,863.0,Canvia S.A.C.,Peru,Tecnologia / Sistemas,Lider De Proyectos,17.2,12.0,2070.0,Universidad Nacional Mayor De San Marcos,Peru,Ing. En Sistemas,Ingenieria De Sistemas,Graduado,Posgrado,5.7,1.0,19.0,1.0,1.0,0
Lider Tecnico,Peru,8500.0,199.0,Informatica Delta Sac,Peru,Tecnologia / Sistemas,Lider Tecnico,17.2,20.0,3013.0,Universidad Alas Peruanas,Peru,Ing. En Sistemas,Ingenieria De Sistemas,Graduado,Universitario,8.3,1.0,10.0,1.0,11.0,0
Jefe De Proyecto - Analytics & Ai,Peru,12000.0,1045.0,Informatica Delta Sac,Peru,Tecnologia / Sistemas,Lider Tecnico,19.5,20.0,3013.0,Universidad Alas Peruanas,Peru,Ing. En Sistemas,Ingenieria De Sistemas,Graduado,Universitario,8.3,1.0,10.0,1.0,12.0,0
Jefe De Proyecto - Analytics & Ai,Peru,12000.0,963.0,Informatica Delta Sac,Peru,Tecnologia / Sistemas,Lider Tecnico,19.3,20.0,3013.0,Universidad Alas Peruanas,Peru,Ing. En Sistemas,Ingenieria De Sistemas,Graduado,Universitario,8.3,1.0,10.0,1.0,12.0,0
Arquitecto De Soluciones,Peru,10000.0,679.0,Informatica Delta Sac,Peru,Tecnologia / Sistemas,Lider Tecnico,18.5,20.0,3013.0,Universidad Alas Peruanas,Peru,Ing. En Sistemas,Ingenieria De Sistemas,Graduado,Universitario,8.3,1.0,10.0,1.0,13.0,0
Analista De Calidad,Peru,4000.0,884.0,Tismart,Peru,Testing / Qa / Qc,Analista De Calidad,3.4,2.0,2160.0,Universidad Alas Peruanas,Peru,Ing. En Sistemas,Ingenieria De Sistemas,Graduado,Universitario,5.9,1.0,1.0,2.0,18.0,0
Jefe De Proyecto - Analytics & Ai,Peru,6500.0,729.0,Sunshine Export,Peru,Tecnologias De La Informacion,Analista De Sistemas,9.4,11.0,1705.0,Universidad Alas Peruanas,Peru,Ing. Informatica,Ingenieria De Sistemas,Graduado,Universitario,5.2,2.0,35.0,1.0,3.0,0
Desarrollador .Net,Peru,3500.0,958.0,Caja Municipal De Ica,Peru,Tecnologias De La Informacion,Analista De Sistemas,7.5,6.0,1796.0,Universidad Alas Peruanas,Peru,Tecnologias De La Informacion,Ingenieria De Sistemas,Graduado,Universitario,4.9,1.0,6.0,1.0,5.4,0
Especialista En Project Server Y Project Online,Peru,2500.0,183.0,Ausa Soluciones Logisticas,Peru,Tecnologia / Sistemas,Lider De Proyectos,6.8,7.0,1796.0,Universidad Alas Peruanas,Peru,Ing. En Sistemas,Ingenieria De Sistemas,Graduado,Universitario,7.8,2.0,18.0,1.0,6.0,0
Analista De Sistemas,Peru,2500.0,183.0,Ausa Soluciones Logisticas,Peru,Tecnologia / Sistemas,Lider De Proyectos,6.8,7.0,1796.0,Universidad Alas Peruanas,Peru,Ing. En Sistemas,Ingenieria De Sistemas,Graduado,Universitario,7.8,2.0,18.0,1.0,6.0,0
Analista De Base De Datos,Peru,2000.0,74.0,Noticias Peru,Peru,Programacion,Analista Programador,7.2,9.0,1796.0,Universidad Alas Peruanas,Peru,Ing. En Sistemas,Ingenieria De Sistemas,Graduado,Universitario,7.8,2.0,18.0,1.0,7.0,0
Jefe De Proyecto - Analytics & Ai,Peru,2000.0,74.0,Noticias Peru,Peru,Programacion,Analista Programador,7.2,9.0,1796.0,Universidad Alas Peruanas,Peru,Ing. En Sistemas,Ingenieria De Sistemas,Graduado,Universitario,7.8,2.0,18.0,1.0,7.0,0
Analista De Sistemas,Peru,2500.0,61.0,Noticias Peru,Peru,Programacion,Analista Programador,7.1,9.0,1796.0,Universidad Alas Peruanas,Peru,Ing. En Sistemas,Ingenieria De Sistemas,Graduado,Universitario,7.8,2.0,18.0,1.0,7.0,0
Desarrollador .Net,Peru,4000.0,255.0,Ibm Del Peru S.A.C.,Peru,Sistemas,Consultor Sap Basis,7.4,4.0,1795.0,Universidad Alas Peruanas,Peru,Ing. En Sistemas,Ingenieria De Sistemas,Graduado,Universitario,4.9,1.0,20.0,1.0,5.4,0
Desarrollador .Net,Peru,3500.0,255.0,Ibm Del Peru S.A.C.,Peru,Sistemas,Consultor Sap Basis,7.4,4.0,1795.0,Universidad Alas Peruanas,Peru,Ing. En Sistemas,Ingenieria De Sistemas,Graduado,Universitario,4.9,1.0,20.0,1.0,5.4,0
Jefe De Proyecto - Analytics & Ai,Peru,6000.0,792.0,Silverwolf Servicios &Amp; Tecnologia S.A.,Peru,Tecnologias De La Informacion,Gerente De Proyectos,12.1,14.0,3927.0,Universidad Alas Peruanas,Peru,Ing. En Sistemas,Ingenieria De Sistemas,Graduado,Posgrado,10.8,1.0,32.0,1.0,8.0,0
Jefe De Proyecto - Analytics & Ai,Peru,7000.0,792.0,Silverwolf Servicios &Amp; Tecnologia S.A.,Peru,Tecnologias De La Informacion,Gerente De Proyectos,12.1,14.0,3927.0,Universidad Alas Peruanas,Peru,Ing. En Sistemas,Ingenieria De Sistemas,Graduado,Posgrado,10.8,1.0,32.0,1.0,8.0,0
Jefe De Proyecto - Analytics & Ai,Peru,6000.0,792.0,Silverwolf Servicios &Amp; Tecnologia S.A.,Peru,Tecnologias De La Informacion,Gerente De Proyectos,12.1,14.0,3927.0,Universidad Alas Peruanas,Peru,Ing. En Sistemas,Ingenieria De Sistemas,Graduado,Posgrado,10.8,1.0,32.0,1.0,8.0,0
Lider Tecnico,Peru,6000.0,184.0,Corporacion Sapia S.A.,Peru,Tecnologia / Sistemas,Consultor Oic - Lider Tecnico,15.9,20.0,3013.0,Universidad Alas Peruanas,Peru,Ing. En Sistemas,Ingenieria De Sistemas,Graduado,Universitario,8.3,1.0,10.0,1.0,11.0,0
Desarrollador Java,Peru,5000.0,184.0,Corporacion Sapia S.A.,Peru,Tecnologia / Sistemas,Consultor Oic - Lider Tecnico,15.9,20.0,3013.0,Universidad Alas Peruanas,Peru,Ing. En Sistemas,Ingenieria De Sistemas,Graduado,Universitario,8.3,1.0,10.0,1.0,11.0,0
Desarrollador Java,Peru,6000.0,184.0,Corporacion Sapia S.A.,Peru,Tecnologia / Sistemas,Consultor Oic - Lider Tecnico,15.9,20.0,3013.0,Universidad Alas Peruanas,Peru,Ing. En Sistemas,Ingenieria De Sistemas,Graduado,Universitario,8.3,1.0,10.0,1.0,11.0,0
Analista De Sistemas,Peru,6000.0,184.0,Corporacion Sapia S.A.,Peru,Tecnologia / Sistemas,Consultor Oic - Lider Tecnico,15.9,20.0,3013.0,Universidad Alas Peruanas,Peru,Ing. En Sistemas,Ingenieria De Sistemas,Graduado,Universitario,8.3,1.0,10.0,1.0,11.0,0
Analista Programador .Net,Peru,3000.0,674.0,Orbelite S.A.C.,Peru,Programacion,Analista De Sistemas,5.4,8.0,1948.0,Universidad Nacional Santiago Antunez De Mayolo,Peru,Ing. En Sistemas,Ingenieria De Sistemas,Graduado,Universitario,5.3,1.0,11.0,2.2,5.4,0
Desarrollador .Net,Peru,3500.0,867.0,Orbelite S.A.C.,Peru,Programacion,Analista De Sistemas,6.0,8.0,1948.0,Universidad Nacional Santiago Antunez De Mayolo,Peru,Ing. En Sistemas,Ingenieria De Sistemas,Graduado,Universitario,5.3,1.0,11.0,2.2,5.4,0
Ejecutivo Comercial,Peru,3000.0,655.0,Clinica Sanna - Lima,Peru,Tecnologias De La Informacion,Asistente De Sistemas,4.0,4.0,244.0,Universidad Nacional Del Santa,Peru,Ing. En Sistemas,Ingenieria De Sistemas,Graduado,Universitario,0.7,1.0,9.0,1.0,1.0,0
Asistente De Pmo,Peru,3500.0,654.0,Clinica Sanna - Lima,Peru,Tecnologias De La Informacion,Asistente De Sistemas,4.0,4.0,244.0,Universidad Nacional Del Santa,Peru,Ing. En Sistemas,Ingenieria De Sistemas,Graduado,Universitario,0.7,1.0,9.0,1.0,1.0,0
Programador Java,Peru,7000.0,850.0,Netpartnet International,Peru,Ingenieria Oficina Tecnica / Proyecto,Java Senior,9.8,10.0,1979.0,Universidad Norbert Wiener,Peru,Ing. En Sistemas,Ingenieria De Sistemas,Graduado,Universitario,5.4,1.0,7.0,1.0,3.0,0
Cloud Specialist,Peru,5500.0,202.0,Ntt Data Peru S.A.C.,Peru,Tecnologias De La Informacion,Devops Engineer,9.1,9.0,1705.0,Universidad Nacional De Moquegua,Peru,Analisis De Sistemas,Ingenieria De Sistemas,Graduado,Posgrado,4.7,1.0,27.0,2.2,7.0,0
Analista De Calidad,Peru,5000.0,1299.0,Tismart,Peru,Testing / Qa / Qc,Qa Engineer,11.8,16.0,1827.0,Universidad Nacional De San Martin,Peru,Ing. En Sistemas,Ingenieria De Sistemas,Graduado,Universitario,5.0,1.0,9.0,1.0,7.0,1
Analista Funcional,Peru,5000.0,975.0,Tismart,Peru,Testing / Qa / Qc,Qa Engineer,10.9,16.0,1827.0,Universidad Nacional De San Martin,Peru,Ing. En Sistemas,Ingenieria De Sistemas,Graduado,Universitario,5.0,1.0,9.0,1.0,7.0,1
Analista Funcional,Peru,6000.0,1244.0,Tismart,Peru,Testing / Qa / Qc,Qa Engineer,11.6,16.0,1827.0,Universidad Nacional De San Martin,Peru,Ing. En Sistemas,Ingenieria De Sistemas,Graduado,Universitario,5.0,1.0,9.0,1.0,7.0,1
Analista Funcional,Peru,5000.0,975.0,Tismart,Peru,Testing / Qa / Qc,Qa Engineer,10.9,16.0,1827.0,Universidad Nacional De San Martin,Peru,Ing. En Sistemas,Ingenieria De Sistemas,Graduado,Universitario,5.0,1.0,9.0,1.0,7.0,1
Analista De Calidad,Peru,6000.0,1115.0,Tismart,Peru,Testing / Qa / Qc,Qa Engineer,11.3,16.0,1827.0,Universidad Nacional De San Martin,Peru,Ing. En Sistemas,Ingenieria De Sistemas,Graduado,Universitario,5.0,1.0,9.0,1.0,7.0,1
Analista De Calidad,Peru,5000.0,1200.0,Tismart,Peru,Testing / Qa / Qc,Qa Engineer,11.5,16.0,1827.0,Universidad Nacional De San Martin,Peru,Ing. En Sistemas,Ingenieria De Sistemas,Graduado,Universitario,5.0,1.0,9.0,1.0,7.0,1
Analista De Calidad,Peru,5000.0,975.0,Tismart,Peru,Testing / Qa / Qc,Qa Engineer,10.9,16.0,1827.0,Universidad Nacional De San Martin,Peru,Ing. En Sistemas,Ingenieria De Sistemas,Graduado,Universitario,5.0,1.0,9.0,1.0,7.0,1
Analista De Calidad,Peru,4000.0,975.0,Tismart,Peru,Testing / Qa / Qc,Qa Engineer,10.9,16.0,1827.0,Universidad Nacional De San Martin,Peru,Ing. En Sistemas,Ingenieria De Sistemas,Graduado,Universitario,5.0,1.0,9.0,1.0,7.0,1
Pre-Venta - Cloud Computing,Peru,2500.0,426.0,Intcomex Peru Sac,Peru,Desarrollo De Negocios,Product Manager,12.8,4.0,184.0,Universidad Tecnologica Del Peru,Peru,Telecomunicaciones,Curso De Redes,Graduado,Otro,5.1,2.0,9.4,1.0,1.0,0
Disenador Ux,Peru,1350.0,2620.0,Ministerio De Salud,Peru,Diseno Multimedia,Diseno,10.8,5.0,1452.0,Universidad Tecnologica Del Peru,Peru,Comunicacion Audiovisual,Ciencia De La Comunicacion,En Curso,Universitario,8.1,2.0,3.0,1.0,7.0,0
Ejecutivo Comercial,Peru,1400.0,2073.0,Cineplanet,Peru,Atencion Al Cliente,Atencion Al Cliente,9.3,4.0,2726.0,Universidad De San Martin De Porres,Peru,Comunicacion Social,Ciencia De La Comunicacion,En Curso,Universitario,7.5,1.0,2.0,1.0,1.0,0
Practicante De Recursos Humanos,Peru,1025.0,1004.0,Campo Fe S.A.C,Peru,Administracion,Practicante Pre Profesional,3.8,2.0,1935.0,Universidad Tecnologica Del Peru,Peru,Adm. De Empresas,Administracion De Empresas,En Curso,Universitario,5.3,1.0,4.0,1.0,5.4,0
Especialista Cloud,Peru,6000.0,2620.0,America Movil Peru S.A.C.,Peru,Telecomunicaciones,Ingeniero Proyectos Redes,7.8,1.0,31.0,Universidad Tecnologica Del Peru,Peru,Otra,Herramientas Agiles En Proyectos Y Scrum,Graduado,Otro,6.6,6.0,2.0,2.0,3.0,0
Especialista En Project Server Y Project Online,Peru,7000.0,1163.0,America Movil Peru S.A.C.,Peru,Telecomunicaciones,Administrador,6.5,2.0,31.0,Universidad Tecnologica Del Peru,Peru,Otra,Herramientas Agiles En Proyectos Y Scrum,Graduado,Otro,6.6,6.0,2.0,2.0,3.0,0
Gestor De Servicios De Ti,Peru,6500.0,1276.0,Atos Peru,Peru,Soporte Tecnico,Supervisor De Servicio,14.4,8.0,2615.0,Universidad Tecnologica Del Peru,Peru,Ing. En Sistemas,Ingenieria De Sistemas,En Curso,Universitario,9.9,2.0,18.0,1.0,8.0,0
Analista Funcional,Peru,5000.0,413.0,Instituto Nacional Del Nino - Brena,Peru,Liderazgo De Proyecto,Ingeniero De Sistemas,6.8,6.0,2070.0,Universidad Alas Peruanas,Peru,Ing. En Sistemas,Ingenieria De Sistemas,Graduado,Universitario,5.7,1.0,5.0,1.0,5.4,0
Ejecutivo Comercial,Peru,4301.8,242.0,Geodata S.P.A Sucursal Peru,Peru,Administracion,Encargada Del Area Comercial Y Licitaciones,12.2,5.0,2276.0,Universidad Tecnologica Del Peru,Peru,Contabilidad / Auditoria,Contabilidad,En Curso,Universitario,9.5,3.0,1.0,1.0,3.0,0
Asistente Comercial Jr,Peru,3800.0,1098.0,Grupo Tdm,Peru,Planeamiento Comercial,Asistente Comercial,11.4,7.0,1218.0,Universidad De San Martin De Porres,Peru,Contabilidad / Auditoria,Contabilidad,Abandonado,Universitario,3.8,2.0,3.0,1.0,5.4,0
Analista Funcional,Peru,4000.0,2620.0,Ibm Del Peru S.A.C.,Peru,Liderazgo De Proyecto,Project Manager,15.5,4.0,2191.0,Universidad De San Martin De Porres,Peru,Contabilidad / Auditoria,Contabilidad,Graduado,Posgrado,6.0,1.0,3.0,1.0,5.4,0
Analista De Calidad,Peru,4000.0,2620.0,Ibm Del Peru S.A.C.,Peru,Liderazgo De Proyecto,Project Manager,15.5,4.0,2191.0,Universidad De San Martin De Porres,Peru,Contabilidad / Auditoria,Contabilidad,Graduado,Posgrado,6.0,1.0,3.0,1.0,5.4,0
Practicante De Recursos Humanos,Peru,2500.0,1860.0,Intech Sa,Peru,Contabilidad,Asistente Junior De Contabilidad,5.8,3.0,917.0,Universidad De San Martin De Porres,Peru,Contabilidad / Auditoria,Contabilidad,En Curso,Universitario,5.8,3.0,3.0,1.0,3.0,0
Practicante De Recursos Humanos,Peru,1000.0,59.0,Kpmg En Peru,Peru,Auditoria,Practicante De Auditoria,0.2,1.0,1553.0,Universidad De San Martin De Porres,Peru,Contabilidad / Auditoria,Contabilidad,Graduado,Universitario,4.3,1.0,3.0,1.0,5.4,0
Analista Funcional,Peru,2000.0,61.0,Ibr Peru,Peru,Call Center,Ejecutiva Especializada De Cobranzas,6.0,7.0,1010.0,Universidad Ricardo Palma,Peru,Contabilidad / Auditoria,Contabilidad,En Curso,Universitario,5.9,3.0,2.0,1.0,4.0,0
